2024-06-30 23:21:23,774 [INFO   ] No DB found at data_collection_analysis_tutorial.db, creating a new DB!
2024-07-01 16:14:27,414 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:14:30,726 [INFO   ] Fitting done, took 3.311753988265991
2024-07-01 16:14:30,727 [INFO   ] Starting gen...
2024-07-01 16:14:34,122 [INFO   ] Gen done, time=3.3942058086395264
2024-07-01 16:14:34,131 [INFO   ] Received msg [tell]
2024-07-01 16:14:34,166 [INFO   ] Received msg [ask]
2024-07-01 16:14:34,168 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:14:35,653 [INFO   ] Fitting done, took 1.4850640296936035
2024-07-01 16:14:35,654 [INFO   ] Starting gen...
2024-07-01 16:14:38,858 [INFO   ] Gen done, time=3.203468084335327
2024-07-01 16:14:38,867 [INFO   ] Received msg [tell]
2024-07-01 16:14:38,897 [INFO   ] Received msg [ask]
2024-07-01 16:14:38,899 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:14:39,183 [INFO   ] Fitting done, took 0.28453898429870605
2024-07-01 16:14:39,185 [INFO   ] Starting gen...
2024-07-01 16:14:43,020 [INFO   ] Gen done, time=3.8347160816192627
2024-07-01 16:14:43,055 [INFO   ] Received msg [tell]
2024-07-01 16:14:43,083 [INFO   ] Received msg [ask]
2024-07-01 16:14:43,084 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:14:47,639 [INFO   ] Fitting done, took 4.555638790130615
2024-07-01 16:14:47,641 [INFO   ] Starting gen...
2024-07-01 16:14:51,424 [INFO   ] Gen done, time=3.78238582611084
2024-07-01 16:14:51,433 [INFO   ] Received msg [tell]
2024-07-01 16:14:51,462 [INFO   ] Received msg [ask]
2024-07-01 16:14:51,466 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:14:53,910 [INFO   ] Fitting done, took 2.443457841873169
2024-07-01 16:14:53,911 [INFO   ] Starting gen...
2024-07-01 16:14:57,669 [INFO   ] Gen done, time=3.7573390007019043
2024-07-01 16:14:57,700 [INFO   ] Received msg [tell]
2024-07-01 16:14:57,729 [INFO   ] Received msg [ask]
2024-07-01 16:14:57,730 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:14:58,088 [INFO   ] Fitting done, took 0.35858774185180664
2024-07-01 16:14:58,090 [INFO   ] Starting gen...
2024-07-01 16:15:03,163 [INFO   ] Gen done, time=5.073239088058472
2024-07-01 16:15:03,181 [INFO   ] Received msg [tell]
2024-07-01 16:15:03,216 [INFO   ] Received msg [ask]
2024-07-01 16:15:03,218 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:03,625 [INFO   ] Fitting done, took 0.4076242446899414
2024-07-01 16:15:03,627 [INFO   ] Starting gen...
2024-07-01 16:15:09,747 [INFO   ] Gen done, time=6.12035608291626
2024-07-01 16:15:09,757 [INFO   ] Received msg [tell]
2024-07-01 16:15:09,791 [INFO   ] Received msg [ask]
2024-07-01 16:15:09,793 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:11,403 [INFO   ] Fitting done, took 1.6100618839263916
2024-07-01 16:15:11,404 [INFO   ] Starting gen...
2024-07-01 16:15:19,006 [INFO   ] Gen done, time=7.601058006286621
2024-07-01 16:15:19,017 [INFO   ] Received msg [tell]
2024-07-01 16:15:19,067 [INFO   ] Received msg [ask]
2024-07-01 16:15:19,068 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:19,503 [INFO   ] Fitting done, took 0.4349658489227295
2024-07-01 16:15:19,505 [INFO   ] Starting gen...
2024-07-01 16:15:24,916 [INFO   ] Gen done, time=5.411013126373291
2024-07-01 16:15:24,926 [INFO   ] Received msg [tell]
2024-07-01 16:15:24,954 [INFO   ] Received msg [ask]
2024-07-01 16:15:24,956 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:27,873 [INFO   ] Fitting done, took 2.917428970336914
2024-07-01 16:15:27,875 [INFO   ] Starting gen...
2024-07-01 16:15:33,529 [INFO   ] Gen done, time=5.653872728347778
2024-07-01 16:15:33,567 [INFO   ] Received msg [tell]
2024-07-01 16:15:33,591 [INFO   ] Received msg [ask]
2024-07-01 16:15:33,593 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:33,893 [INFO   ] Fitting done, took 0.3002040386199951
2024-07-01 16:15:33,894 [INFO   ] Starting gen...
2024-07-01 16:15:38,446 [INFO   ] Gen done, time=4.5515220165252686
2024-07-01 16:15:38,456 [INFO   ] Received msg [tell]
2024-07-01 16:15:38,497 [INFO   ] Received msg [ask]
2024-07-01 16:15:38,498 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:39,504 [INFO   ] Fitting done, took 1.0061569213867188
2024-07-01 16:15:39,506 [INFO   ] Starting gen...
2024-07-01 16:15:45,466 [INFO   ] Gen done, time=5.959946870803833
2024-07-01 16:15:45,490 [INFO   ] Received msg [tell]
2024-07-01 16:15:45,533 [INFO   ] Received msg [ask]
2024-07-01 16:15:45,536 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:46,213 [INFO   ] Fitting done, took 0.6776249408721924
2024-07-01 16:15:46,215 [INFO   ] Starting gen...
2024-07-01 16:15:53,777 [INFO   ] Gen done, time=7.562376022338867
2024-07-01 16:15:53,811 [INFO   ] Received msg [tell]
2024-07-01 16:15:53,838 [INFO   ] Received msg [ask]
2024-07-01 16:15:53,839 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:15:54,580 [INFO   ] Fitting done, took 0.7405779361724854
2024-07-01 16:15:54,581 [INFO   ] Starting gen...
2024-07-01 16:15:59,526 [INFO   ] Gen done, time=4.944880962371826
2024-07-01 16:15:59,547 [INFO   ] Received msg [tell]
2024-07-01 16:15:59,579 [INFO   ] Received msg [ask]
2024-07-01 16:15:59,580 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:16:01,119 [INFO   ] Fitting done, took 1.5391039848327637
2024-07-01 16:16:01,121 [INFO   ] Starting gen...
2024-07-01 16:16:04,476 [INFO   ] Gen done, time=3.354457139968872
2024-07-01 16:16:04,496 [INFO   ] Received msg [tell]
2024-07-01 16:16:04,523 [INFO   ] Received msg [ask]
2024-07-01 16:16:04,524 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:04,924 [INFO   ] Fitting done, took 0.3998260498046875
2024-07-01 16:16:04,926 [INFO   ] Starting gen...
2024-07-01 16:16:08,222 [INFO   ] Gen done, time=3.295908212661743
2024-07-01 16:16:08,231 [INFO   ] Received msg [tell]
2024-07-01 16:16:08,264 [INFO   ] Received msg [ask]
2024-07-01 16:16:08,267 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:10,197 [INFO   ] Fitting done, took 1.9302411079406738
2024-07-01 16:16:10,199 [INFO   ] Starting gen...
2024-07-01 16:16:13,093 [INFO   ] Gen done, time=2.893996000289917
2024-07-01 16:16:13,120 [INFO   ] Received msg [tell]
2024-07-01 16:16:13,143 [INFO   ] Received msg [ask]
2024-07-01 16:16:13,146 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:13,756 [INFO   ] Fitting done, took 0.6099550724029541
2024-07-01 16:16:13,757 [INFO   ] Starting gen...
2024-07-01 16:16:17,339 [INFO   ] Gen done, time=3.5815207958221436
2024-07-01 16:16:17,358 [INFO   ] Received msg [tell]
2024-07-01 16:16:17,390 [INFO   ] Received msg [ask]
2024-07-01 16:16:17,391 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:17,810 [INFO   ] Fitting done, took 0.41848301887512207
2024-07-01 16:16:17,811 [INFO   ] Starting gen...
2024-07-01 16:16:20,528 [INFO   ] Gen done, time=2.7164759635925293
2024-07-01 16:16:20,556 [INFO   ] Received msg [tell]
2024-07-01 16:16:20,582 [INFO   ] Received msg [ask]
2024-07-01 16:16:20,584 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:22,012 [INFO   ] Fitting done, took 1.4283137321472168
2024-07-01 16:16:22,014 [INFO   ] Starting gen...
2024-07-01 16:16:24,990 [INFO   ] Gen done, time=2.975311040878296
2024-07-01 16:16:25,010 [INFO   ] Received msg [tell]
2024-07-01 16:16:25,038 [INFO   ] Received msg [ask]
2024-07-01 16:16:25,041 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:25,620 [INFO   ] Fitting done, took 0.5792510509490967
2024-07-01 16:16:25,622 [INFO   ] Starting gen...
2024-07-01 16:16:29,104 [INFO   ] Gen done, time=3.4817497730255127
2024-07-01 16:16:29,113 [INFO   ] Received msg [tell]
2024-07-01 16:16:29,137 [INFO   ] Received msg [ask]
2024-07-01 16:16:29,140 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:31,301 [INFO   ] Fitting done, took 2.1612610816955566
2024-07-01 16:16:31,303 [INFO   ] Starting gen...
2024-07-01 16:16:34,777 [INFO   ] Gen done, time=3.474411964416504
2024-07-01 16:16:34,787 [INFO   ] Received msg [tell]
2024-07-01 16:16:34,807 [INFO   ] Received msg [ask]
2024-07-01 16:16:34,815 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:35,611 [INFO   ] Fitting done, took 0.7959878444671631
2024-07-01 16:16:35,612 [INFO   ] Starting gen...
2024-07-01 16:16:38,679 [INFO   ] Gen done, time=3.0660741329193115
2024-07-01 16:16:38,688 [INFO   ] Received msg [tell]
2024-07-01 16:16:38,716 [INFO   ] Received msg [ask]
2024-07-01 16:16:38,720 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:39,021 [INFO   ] Fitting done, took 0.30072689056396484
2024-07-01 16:16:39,022 [INFO   ] Starting gen...
2024-07-01 16:16:41,504 [INFO   ] Gen done, time=2.4813671112060547
2024-07-01 16:16:41,513 [INFO   ] Received msg [tell]
2024-07-01 16:16:41,541 [INFO   ] Received msg [ask]
2024-07-01 16:16:41,543 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:16:43,190 [INFO   ] Fitting done, took 1.6479442119598389
2024-07-01 16:16:43,192 [INFO   ] Starting gen...
2024-07-01 16:16:46,216 [INFO   ] Gen done, time=3.0234780311584473
2024-07-01 16:16:46,235 [INFO   ] Received msg [tell]
2024-07-01 16:16:46,259 [INFO   ] Received msg [ask]
2024-07-01 16:16:46,262 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:48,083 [INFO   ] Fitting done, took 1.8209331035614014
2024-07-01 16:16:48,085 [INFO   ] Starting gen...
2024-07-01 16:16:51,637 [INFO   ] Gen done, time=3.5522170066833496
2024-07-01 16:16:51,671 [INFO   ] Received msg [tell]
2024-07-01 16:16:51,705 [INFO   ] Received msg [ask]
2024-07-01 16:16:51,706 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:52,737 [INFO   ] Fitting done, took 1.0305819511413574
2024-07-01 16:16:52,738 [INFO   ] Starting gen...
2024-07-01 16:16:55,539 [INFO   ] Gen done, time=2.8002490997314453
2024-07-01 16:16:55,557 [INFO   ] Received msg [tell]
2024-07-01 16:16:55,580 [INFO   ] Received msg [ask]
2024-07-01 16:16:55,592 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:55,934 [INFO   ] Fitting done, took 0.3421320915222168
2024-07-01 16:16:55,936 [INFO   ] Starting gen...
2024-07-01 16:16:58,920 [INFO   ] Gen done, time=2.9834041595458984
2024-07-01 16:16:58,960 [INFO   ] Received msg [tell]
2024-07-01 16:16:58,999 [INFO   ] Received msg [ask]
2024-07-01 16:16:59,001 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:16:59,472 [INFO   ] Fitting done, took 0.47054100036621094
2024-07-01 16:16:59,473 [INFO   ] Starting gen...
2024-07-01 16:17:02,383 [INFO   ] Gen done, time=2.9086830615997314
2024-07-01 16:17:02,392 [INFO   ] Received msg [tell]
2024-07-01 16:17:02,444 [INFO   ] Received msg [ask]
2024-07-01 16:17:02,446 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:02,994 [INFO   ] Fitting done, took 0.5482959747314453
2024-07-01 16:17:02,995 [INFO   ] Starting gen...
2024-07-01 16:17:07,652 [INFO   ] Gen done, time=4.656727075576782
2024-07-01 16:17:07,662 [INFO   ] Received msg [tell]
2024-07-01 16:17:07,693 [INFO   ] Received msg [ask]
2024-07-01 16:17:07,694 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:08,210 [INFO   ] Fitting done, took 0.5160250663757324
2024-07-01 16:17:08,212 [INFO   ] Starting gen...
2024-07-01 16:17:11,016 [INFO   ] Gen done, time=2.803873062133789
2024-07-01 16:17:11,027 [INFO   ] Received msg [tell]
2024-07-01 16:17:11,060 [INFO   ] Received msg [ask]
2024-07-01 16:17:11,068 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:11,538 [INFO   ] Fitting done, took 0.4705228805541992
2024-07-01 16:17:11,540 [INFO   ] Starting gen...
2024-07-01 16:17:14,882 [INFO   ] Gen done, time=3.3416430950164795
2024-07-01 16:17:14,917 [INFO   ] Received msg [tell]
2024-07-01 16:17:14,940 [INFO   ] Received msg [ask]
2024-07-01 16:17:14,942 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:15,470 [INFO   ] Fitting done, took 0.5285482406616211
2024-07-01 16:17:15,472 [INFO   ] Starting gen...
2024-07-01 16:17:18,227 [INFO   ] Gen done, time=2.75481915473938
2024-07-01 16:17:18,248 [INFO   ] Received msg [tell]
2024-07-01 16:17:18,276 [INFO   ] Received msg [ask]
2024-07-01 16:17:18,277 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:20,458 [INFO   ] Fitting done, took 2.1814169883728027
2024-07-01 16:17:20,460 [INFO   ] Starting gen...
2024-07-01 16:17:22,779 [INFO   ] Gen done, time=2.3185389041900635
2024-07-01 16:17:22,814 [INFO   ] Received msg [tell]
2024-07-01 16:17:22,841 [INFO   ] Received msg [ask]
2024-07-01 16:17:22,844 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:17:24,327 [INFO   ] Fitting done, took 1.4830899238586426
2024-07-01 16:17:24,329 [INFO   ] Starting gen...
2024-07-01 16:17:27,457 [INFO   ] Gen done, time=3.127579927444458
2024-07-01 16:17:27,479 [INFO   ] Received msg [tell]
2024-07-01 16:17:27,535 [INFO   ] Received msg [ask]
2024-07-01 16:17:27,537 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:29,149 [INFO   ] Fitting done, took 1.6123440265655518
2024-07-01 16:17:29,150 [INFO   ] Starting gen...
2024-07-01 16:17:32,427 [INFO   ] Gen done, time=3.276158094406128
2024-07-01 16:17:32,437 [INFO   ] Received msg [tell]
2024-07-01 16:17:32,466 [INFO   ] Received msg [ask]
2024-07-01 16:17:32,469 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:37,683 [INFO   ] Fitting done, took 5.214526891708374
2024-07-01 16:17:37,685 [INFO   ] Starting gen...
2024-07-01 16:17:40,990 [INFO   ] Gen done, time=3.3046791553497314
2024-07-01 16:17:41,010 [INFO   ] Received msg [tell]
2024-07-01 16:17:41,053 [INFO   ] Received msg [ask]
2024-07-01 16:17:41,054 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:44,610 [INFO   ] Fitting done, took 3.5553669929504395
2024-07-01 16:17:44,611 [INFO   ] Starting gen...
2024-07-01 16:17:47,818 [INFO   ] Gen done, time=3.2062246799468994
2024-07-01 16:17:47,856 [INFO   ] Received msg [tell]
2024-07-01 16:17:47,875 [INFO   ] Received msg [ask]
2024-07-01 16:17:47,876 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:48,232 [INFO   ] Fitting done, took 0.35530900955200195
2024-07-01 16:17:48,235 [INFO   ] Starting gen...
2024-07-01 16:17:51,177 [INFO   ] Gen done, time=2.9407358169555664
2024-07-01 16:17:51,198 [INFO   ] Received msg [tell]
2024-07-01 16:17:51,219 [INFO   ] Received msg [ask]
2024-07-01 16:17:51,221 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:52,906 [INFO   ] Fitting done, took 1.6850292682647705
2024-07-01 16:17:52,907 [INFO   ] Starting gen...
2024-07-01 16:17:56,563 [INFO   ] Gen done, time=3.6553359031677246
2024-07-01 16:17:56,583 [INFO   ] Received msg [tell]
2024-07-01 16:17:56,607 [INFO   ] Received msg [ask]
2024-07-01 16:17:56,624 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:17:57,476 [INFO   ] Fitting done, took 0.85211181640625
2024-07-01 16:17:57,477 [INFO   ] Starting gen...
2024-07-01 16:18:00,821 [INFO   ] Gen done, time=3.3432281017303467
2024-07-01 16:18:00,845 [INFO   ] Received msg [tell]
2024-07-01 16:18:00,870 [INFO   ] Received msg [ask]
2024-07-01 16:18:00,871 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:02,344 [INFO   ] Fitting done, took 1.4724512100219727
2024-07-01 16:18:02,346 [INFO   ] Starting gen...
2024-07-01 16:18:05,708 [INFO   ] Gen done, time=3.3624320030212402
2024-07-01 16:18:05,743 [INFO   ] Received msg [tell]
2024-07-01 16:18:05,768 [INFO   ] Received msg [ask]
2024-07-01 16:18:05,771 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:06,204 [INFO   ] Fitting done, took 0.433121919631958
2024-07-01 16:18:06,205 [INFO   ] Starting gen...
2024-07-01 16:18:09,346 [INFO   ] Gen done, time=3.140340805053711
2024-07-01 16:18:09,369 [INFO   ] Received msg [tell]
2024-07-01 16:18:09,392 [INFO   ] Received msg [ask]
2024-07-01 16:18:09,396 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:10,014 [INFO   ] Fitting done, took 0.6182270050048828
2024-07-01 16:18:10,016 [INFO   ] Starting gen...
2024-07-01 16:18:13,757 [INFO   ] Gen done, time=3.7407872676849365
2024-07-01 16:18:13,769 [INFO   ] Received msg [tell]
2024-07-01 16:18:13,797 [INFO   ] Received msg [ask]
2024-07-01 16:18:13,798 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:18:15,397 [INFO   ] Fitting done, took 1.5987226963043213
2024-07-01 16:18:15,399 [INFO   ] Starting gen...
2024-07-01 16:18:19,710 [INFO   ] Gen done, time=4.310966968536377
2024-07-01 16:18:19,731 [INFO   ] Received msg [tell]
2024-07-01 16:18:19,751 [INFO   ] Received msg [ask]
2024-07-01 16:18:19,754 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:20,148 [INFO   ] Fitting done, took 0.39405012130737305
2024-07-01 16:18:20,149 [INFO   ] Starting gen...
2024-07-01 16:18:23,445 [INFO   ] Gen done, time=3.295790195465088
2024-07-01 16:18:23,467 [INFO   ] Received msg [tell]
2024-07-01 16:18:23,501 [INFO   ] Received msg [ask]
2024-07-01 16:18:23,502 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:24,023 [INFO   ] Fitting done, took 0.5208449363708496
2024-07-01 16:18:24,025 [INFO   ] Starting gen...
2024-07-01 16:18:27,929 [INFO   ] Gen done, time=3.903963088989258
2024-07-01 16:18:27,938 [INFO   ] Received msg [tell]
2024-07-01 16:18:27,965 [INFO   ] Received msg [ask]
2024-07-01 16:18:27,968 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:28,497 [INFO   ] Fitting done, took 0.5289630889892578
2024-07-01 16:18:28,498 [INFO   ] Starting gen...
2024-07-01 16:18:31,982 [INFO   ] Gen done, time=3.483299732208252
2024-07-01 16:18:32,003 [INFO   ] Received msg [tell]
2024-07-01 16:18:32,044 [INFO   ] Received msg [ask]
2024-07-01 16:18:32,046 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:32,632 [INFO   ] Fitting done, took 0.5866079330444336
2024-07-01 16:18:32,634 [INFO   ] Starting gen...
2024-07-01 16:18:35,654 [INFO   ] Gen done, time=3.0197958946228027
2024-07-01 16:18:35,682 [INFO   ] Received msg [tell]
2024-07-01 16:18:35,716 [INFO   ] Received msg [ask]
2024-07-01 16:18:35,718 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:36,007 [INFO   ] Fitting done, took 0.28966403007507324
2024-07-01 16:18:36,009 [INFO   ] Starting gen...
2024-07-01 16:18:39,888 [INFO   ] Gen done, time=3.878606081008911
2024-07-01 16:18:39,928 [INFO   ] Received msg [tell]
2024-07-01 16:18:39,972 [INFO   ] Received msg [ask]
2024-07-01 16:18:39,987 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:40,659 [INFO   ] Fitting done, took 0.6714367866516113
2024-07-01 16:18:40,661 [INFO   ] Starting gen...
2024-07-01 16:18:44,229 [INFO   ] Gen done, time=3.5676980018615723
2024-07-01 16:18:44,252 [INFO   ] Received msg [tell]
2024-07-01 16:18:44,282 [INFO   ] Received msg [ask]
2024-07-01 16:18:44,283 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:44,672 [INFO   ] Fitting done, took 0.3884449005126953
2024-07-01 16:18:44,673 [INFO   ] Starting gen...
2024-07-01 16:18:48,364 [INFO   ] Gen done, time=3.6909890174865723
2024-07-01 16:18:48,374 [INFO   ] Received msg [tell]
2024-07-01 16:18:48,405 [INFO   ] Received msg [ask]
2024-07-01 16:18:48,407 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:48,848 [INFO   ] Fitting done, took 0.4409358501434326
2024-07-01 16:18:48,849 [INFO   ] Starting gen...
2024-07-01 16:18:52,676 [INFO   ] Gen done, time=3.826366901397705
2024-07-01 16:18:52,684 [INFO   ] Received msg [tell]
2024-07-01 16:18:52,703 [INFO   ] Received msg [ask]
2024-07-01 16:18:52,706 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:18:53,226 [INFO   ] Fitting done, took 0.5204150676727295
2024-07-01 16:18:53,227 [INFO   ] Starting gen...
2024-07-01 16:18:57,192 [INFO   ] Gen done, time=3.96464204788208
2024-07-01 16:18:57,202 [INFO   ] Received msg [tell]
2024-07-01 16:18:57,224 [INFO   ] Received msg [ask]
2024-07-01 16:18:57,226 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:18:58,955 [INFO   ] Fitting done, took 1.7295079231262207
2024-07-01 16:18:58,957 [INFO   ] Starting gen...
2024-07-01 16:19:02,623 [INFO   ] Gen done, time=3.6659390926361084
2024-07-01 16:19:02,632 [INFO   ] Received msg [tell]
2024-07-01 16:19:02,659 [INFO   ] Received msg [ask]
2024-07-01 16:19:02,665 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:04,664 [INFO   ] Fitting done, took 1.9993882179260254
2024-07-01 16:19:04,666 [INFO   ] Starting gen...
2024-07-01 16:19:07,871 [INFO   ] Gen done, time=3.204890251159668
2024-07-01 16:19:07,911 [INFO   ] Received msg [tell]
2024-07-01 16:19:07,932 [INFO   ] Received msg [ask]
2024-07-01 16:19:07,934 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:08,244 [INFO   ] Fitting done, took 0.3103458881378174
2024-07-01 16:19:08,246 [INFO   ] Starting gen...
2024-07-01 16:19:11,262 [INFO   ] Gen done, time=3.016010046005249
2024-07-01 16:19:11,271 [INFO   ] Received msg [tell]
2024-07-01 16:19:11,299 [INFO   ] Received msg [ask]
2024-07-01 16:19:11,300 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:12,011 [INFO   ] Fitting done, took 0.7110140323638916
2024-07-01 16:19:12,013 [INFO   ] Starting gen...
2024-07-01 16:19:15,012 [INFO   ] Gen done, time=2.9989073276519775
2024-07-01 16:19:15,022 [INFO   ] Received msg [tell]
2024-07-01 16:19:15,051 [INFO   ] Received msg [ask]
2024-07-01 16:19:15,055 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:15,480 [INFO   ] Fitting done, took 0.42429494857788086
2024-07-01 16:19:15,481 [INFO   ] Starting gen...
2024-07-01 16:19:18,491 [INFO   ] Gen done, time=3.009793996810913
2024-07-01 16:19:18,501 [INFO   ] Received msg [tell]
2024-07-01 16:19:18,541 [INFO   ] Received msg [ask]
2024-07-01 16:19:18,542 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:19,505 [INFO   ] Fitting done, took 0.9626743793487549
2024-07-01 16:19:19,507 [INFO   ] Starting gen...
2024-07-01 16:19:23,738 [INFO   ] Gen done, time=4.23074197769165
2024-07-01 16:19:23,789 [INFO   ] Received msg [tell]
2024-07-01 16:19:23,820 [INFO   ] Received msg [ask]
2024-07-01 16:19:23,821 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:24,292 [INFO   ] Fitting done, took 0.4707062244415283
2024-07-01 16:19:24,293 [INFO   ] Starting gen...
2024-07-01 16:19:27,615 [INFO   ] Gen done, time=3.321192741394043
2024-07-01 16:19:27,641 [INFO   ] Received msg [tell]
2024-07-01 16:19:27,686 [INFO   ] Received msg [ask]
2024-07-01 16:19:27,687 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:28,429 [INFO   ] Fitting done, took 0.7418680191040039
2024-07-01 16:19:28,430 [INFO   ] Starting gen...
2024-07-01 16:19:32,091 [INFO   ] Gen done, time=3.659870147705078
2024-07-01 16:19:32,113 [INFO   ] Received msg [tell]
2024-07-01 16:19:32,139 [INFO   ] Received msg [ask]
2024-07-01 16:19:32,142 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:32,512 [INFO   ] Fitting done, took 0.37035489082336426
2024-07-01 16:19:32,514 [INFO   ] Starting gen...
2024-07-01 16:19:35,420 [INFO   ] Gen done, time=2.905524969100952
2024-07-01 16:19:35,439 [INFO   ] Received msg [tell]
2024-07-01 16:19:35,463 [INFO   ] Received msg [ask]
2024-07-01 16:19:35,469 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:36,249 [INFO   ] Fitting done, took 0.7801332473754883
2024-07-01 16:19:36,251 [INFO   ] Starting gen...
2024-07-01 16:19:39,510 [INFO   ] Gen done, time=3.258848190307617
2024-07-01 16:19:39,519 [INFO   ] Received msg [tell]
2024-07-01 16:19:39,548 [INFO   ] Received msg [ask]
2024-07-01 16:19:39,551 [INFO   ] Starting fitting (no warm start)...
2024-07-01 16:19:41,644 [INFO   ] Fitting done, took 2.093674898147583
2024-07-01 16:19:41,646 [INFO   ] Starting gen...
2024-07-01 16:19:45,750 [INFO   ] Gen done, time=4.1031951904296875
2024-07-01 16:19:45,768 [INFO   ] Received msg [tell]
2024-07-01 16:19:45,802 [INFO   ] Received msg [ask]
2024-07-01 16:19:45,803 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:46,299 [INFO   ] Fitting done, took 0.4962120056152344
2024-07-01 16:19:46,301 [INFO   ] Starting gen...
2024-07-01 16:19:50,870 [INFO   ] Gen done, time=4.568594932556152
2024-07-01 16:19:50,880 [INFO   ] Received msg [tell]
2024-07-01 16:19:50,923 [INFO   ] Received msg [ask]
2024-07-01 16:19:50,925 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:51,529 [INFO   ] Fitting done, took 0.6042320728302002
2024-07-01 16:19:51,531 [INFO   ] Starting gen...
2024-07-01 16:19:55,026 [INFO   ] Gen done, time=3.4947781562805176
2024-07-01 16:19:55,035 [INFO   ] Received msg [tell]
2024-07-01 16:19:55,068 [INFO   ] Received msg [ask]
2024-07-01 16:19:55,072 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:19:55,365 [INFO   ] Fitting done, took 0.29360008239746094
2024-07-01 16:19:55,367 [INFO   ] Starting gen...
2024-07-01 16:19:59,586 [INFO   ] Gen done, time=4.219465017318726
2024-07-01 16:19:59,595 [INFO   ] Received msg [tell]
2024-07-01 16:19:59,628 [INFO   ] Received msg [ask]
2024-07-01 16:19:59,629 [INFO   ] Starting fitting (warm start)...
2024-07-01 16:20:00,270 [INFO   ] Fitting done, took 0.6410379409790039
2024-07-01 16:20:00,272 [INFO   ] Starting gen...
2024-07-01 16:20:04,592 [INFO   ] Gen done, time=4.319530963897705
2024-07-01 16:20:04,601 [INFO   ] Received msg [tell]
